signal_idx,signal_time_utc,entry_target_time_utc,planned_exit_target_time_utc,direction,direction_label,signal_close,sma,diff,reason,scenario,side_filter,tp_usd,sl_usd,entry_time_utc,exit_time_utc,entry_hour_utc,entry_month_utc,entry_year_utc,session_utc,entry_price,exit_price,exit_reason,ambiguous_exit,raw_usd,cost_usd,net_usd,mfe_usd,mae_usd,m1_bars_in_trade
1366,2022-07-22T16:00:00+00:00,2022-07-22T17:00:00+00:00,2022-07-25T06:00:00+00:00,1,long,1734.71,1721.908,12.802000000000135,close_sma_diff_12.8020,side=long|tp=None|sl=None,long,,,2022-07-22 17:00:00+00:00,2022-07-25 06:00:00+00:00,17,2022-07,2022,new_york,1734.71,1727.35,time_exit,False,-7.360000000000127,0.35,-7.710000000000127,4.599999999999909,14.759999999999991,716
1440,2022-07-27T21:00:00+00:00,2022-07-27T22:00:00+00:00,2022-07-28T11:00:00+00:00,1,long,1734.88,1720.909,13.971000000000004,close_sma_diff_13.9710,side=long|tp=None|sl=None,long,,,2022-07-27 22:00:00+00:00,2022-07-28 11:00:00+00:00,22,2022-07,2022,other,1734.92,1744.09,time_exit,False,9.169999999999845,0.35,8.819999999999846,9.809999999999945,1.7699999999999818,718
1459,2022-07-28T17:00:00+00:00,2022-07-28T18:00:00+00:00,2022-07-29T07:00:00+00:00,1,long,1755.16,1744.343,10.817000000000007,close_sma_diff_10.8170,side=long|tp=None|sl=None,long,,,2022-07-28 18:00:00+00:00,2022-07-29 07:00:00+00:00,18,2022-07,2022,new_york,1755.16,1762.91,time_exit,False,7.75,0.35,7.4,8.730000000000018,4.769999999999982,718
1571,2022-08-04T14:00:00+00:00,2022-08-04T15:00:00+00:00,2022-08-05T04:00:00+00:00,1,long,1785.72,1774.938,10.781999999999925,close_sma_diff_10.7820,side=long|tp=None|sl=None,long,,,2022-08-04 15:00:00+00:00,2022-08-05 04:00:00+00:00,15,2022-08,2022,london_ny_overlap,1785.72,1794.51,time_exit,False,8.789999999999964,0.35,8.439999999999964,9.230000000000018,11.420000000000073,717
1873,2022-08-23T17:00:00+00:00,2022-08-23T18:00:00+00:00,2022-08-24T07:00:00+00:00,1,long,1750.17,1740.063,10.106999999999971,close_sma_diff_10.1070,side=long|tp=None|sl=None,long,,,2022-08-23 18:00:00+00:00,2022-08-24 07:00:00+00:00,18,2022-08,2022,new_york,1750.17,1745.51,time_exit,False,-4.660000000000082,0.35,-5.0100000000000815,3.519999999999982,6.070000000000164,718
1963,2022-08-29T15:00:00+00:00,2022-08-29T16:00:00+00:00,2022-08-30T05:00:00+00:00,1,long,1736.22,1725.489,10.730999999999995,close_sma_diff_10.7310,side=long|tp=None|sl=None,long,,,2022-08-29 16:00:00+00:00,2022-08-30 05:00:00+00:00,16,2022-08,2022,london_ny_overlap,1736.23,1735.99,time_exit,False,-0.2400000000000091,0.35,-0.5900000000000091,9.289999999999964,0.9300000000000637,715
2057,2022-09-02T17:00:00+00:00,2022-09-02T18:00:00+00:00,2022-09-05T07:00:00+00:00,1,long,1717.23,1706.9299999999998,10.300000000000182,close_sma_diff_10.3000,side=long|tp=None|sl=None,long,,,2022-09-02 18:00:00+00:00,2022-09-05 07:00:00+00:00,18,2022-09,2022,new_york,1717.25,1712.31,time_exit,False,-4.940000000000055,0.35,-5.290000000000054,0.31999999999993634,9.539999999999964,714
2087,2022-09-06T03:00:00+00:00,2022-09-06T04:00:00+00:00,2022-09-06T16:00:00+00:00,1,long,1723.96,1712.988,10.97199999999998,close_sma_diff_10.9720,side=long|tp=None|sl=None,long,,,2022-09-06 04:00:00+00:00,2022-09-06 16:00:00+00:00,4,2022-09,2022,asia,1723.96,1707.71,time_exit,False,-16.25,0.35,-16.6,0.0,17.019999999999982,719
2285,2022-09-16T17:00:00+00:00,2022-09-16T18:00:00+00:00,2022-09-19T07:00:00+00:00,1,long,1677.06,1663.1330000000003,13.92699999999968,close_sma_diff_13.9270,side=long|tp=None|sl=None,long,,,2022-09-16 18:00:00+00:00,2022-09-19 07:00:00+00:00,18,2022-09,2022,new_york,1677.06,1669.21,time_exit,False,-7.849999999999909,0.35,-8.199999999999909,2.9400000000000546,8.849999999999909,716
2358,2022-09-21T21:00:00+00:00,2022-09-21T22:00:00+00:00,2022-09-22T11:00:00+00:00,1,long,1685.93,1672.5010000000002,13.42899999999986,close_sma_diff_13.4290,side=long|tp=None|sl=None,long,,,2022-09-21 22:00:00+00:00,2022-09-22 11:00:00+00:00,22,2022-09,2022,other,1686.03,1659.18,time_exit,False,-26.84999999999991,0.35,-27.19999999999991,1.7000000000000455,30.3599999999999,718
2375,2022-09-22T15:00:00+00:00,2022-09-22T16:00:00+00:00,2022-09-23T05:00:00+00:00,1,long,1681.92,1666.0130000000001,15.906999999999925,close_sma_diff_15.9070,side=long|tp=None|sl=None,long,,,2022-09-22 16:00:00+00:00,2022-09-23 05:00:00+00:00,16,2022-09,2022,london_ny_overlap,1681.91,1672.59,time_exit,False,-9.320000000000164,0.35,-9.670000000000163,0.0,13.980000000000018,718
