signal_idx,signal_time_utc,entry_target_time_utc,planned_exit_target_time_utc,direction,direction_label,signal_close,sma,diff,reason,entry_time_utc,exit_time_utc,entry_price,exit_price,raw_usd,cost_usd,net_usd,mfe_usd,mae_usd,path_high,path_low,m1_bars_in_trade
1342,2022-07-21T15:00:00+00:00,2022-07-21T16:00:00+00:00,2022-07-22T05:00:00+00:00,1,long,1706.81,1690.0430000000001,16.766999999999825,close_sma_diff_16.7670,2022-07-21T16:00:00+00:00,2022-07-22T05:00:00+00:00,1706.81,1716.86,10.049999999999955,0.35,9.699999999999955,13.509999999999991,13.579999999999927,1720.32,1693.23,718
1366,2022-07-22T16:00:00+00:00,2022-07-22T17:00:00+00:00,2022-07-25T06:00:00+00:00,1,long,1734.71,1721.908,12.802000000000135,close_sma_diff_12.8020,2022-07-22T17:00:00+00:00,2022-07-25T06:00:00+00:00,1734.71,1727.35,-7.360000000000127,0.35,-7.710000000000127,4.599999999999909,14.759999999999991,1739.31,1719.95,716
1440,2022-07-27T21:00:00+00:00,2022-07-27T22:00:00+00:00,2022-07-28T11:00:00+00:00,1,long,1734.88,1720.909,13.971000000000004,close_sma_diff_13.9710,2022-07-27T22:00:00+00:00,2022-07-28T11:00:00+00:00,1734.92,1744.09,9.169999999999845,0.35,8.819999999999846,9.809999999999945,1.7699999999999818,1744.73,1733.15,718
1459,2022-07-28T17:00:00+00:00,2022-07-28T18:00:00+00:00,2022-07-29T07:00:00+00:00,1,long,1755.16,1744.343,10.817000000000007,close_sma_diff_10.8170,2022-07-28T18:00:00+00:00,2022-07-29T07:00:00+00:00,1755.16,1762.91,7.75,0.35,7.4,8.730000000000018,4.769999999999982,1763.89,1750.39,718
1533,2022-08-02T22:00:00+00:00,2022-08-02T23:00:00+00:00,2022-08-03T12:00:00+00:00,-1,short,1760.64,1774.645,-14.004999999999882,close_sma_diff_-14.0050,2022-08-02T23:00:00+00:00,2022-08-03T12:00:00+00:00,1760.6,1765.06,-4.460000000000036,0.35,-4.810000000000036,5.649999999999864,10.040000000000191,1770.64,1754.95,718
1571,2022-08-04T14:00:00+00:00,2022-08-04T15:00:00+00:00,2022-08-05T04:00:00+00:00,1,long,1785.72,1774.938,10.781999999999925,close_sma_diff_10.7820,2022-08-04T15:00:00+00:00,2022-08-05T04:00:00+00:00,1785.72,1794.51,8.789999999999964,0.35,8.439999999999964,9.230000000000018,11.420000000000073,1794.95,1774.3,717
1595,2022-08-05T15:00:00+00:00,2022-08-05T16:00:00+00:00,2022-08-08T05:00:00+00:00,-1,short,1769.03,1787.284,-18.254000000000133,close_sma_diff_-18.2540,2022-08-05T16:00:00+00:00,2022-08-08T05:00:00+00:00,1769.03,1774.53,-5.5,0.35,-5.85,4.0499999999999545,10.079999999999927,1779.11,1764.98,716
1729,2022-08-15T11:00:00+00:00,2022-08-15T12:00:00+00:00,2022-08-16T01:00:00+00:00,-1,short,1783.52,1793.842,-10.322000000000116,close_sma_diff_-10.3220,2022-08-15T12:00:00+00:00,2022-08-16T01:02:00+00:00,1783.52,1779.67,3.849999999999909,0.35,3.499999999999909,10.539999999999964,2.9600000000000364,1786.48,1772.98,720
1873,2022-08-23T17:00:00+00:00,2022-08-23T18:00:00+00:00,2022-08-24T07:00:00+00:00,1,long,1750.17,1740.063,10.106999999999971,close_sma_diff_10.1070,2022-08-23T18:00:00+00:00,2022-08-24T07:00:00+00:00,1750.17,1745.51,-4.660000000000082,0.35,-5.0100000000000815,3.519999999999982,6.070000000000164,1753.69,1744.1,718
1943,2022-08-26T18:00:00+00:00,2022-08-26T19:00:00+00:00,2022-08-29T08:00:00+00:00,-1,short,1737.11,1747.873,-10.763000000000147,close_sma_diff_-10.7630,2022-08-26T19:00:00+00:00,2022-08-29T08:00:00+00:00,1737.11,1723.19,13.919999999999845,0.35,13.569999999999846,15.929999999999836,2.4700000000000273,1739.58,1721.18,713
1963,2022-08-29T15:00:00+00:00,2022-08-29T16:00:00+00:00,2022-08-30T05:00:00+00:00,1,long,1736.22,1725.489,10.730999999999995,close_sma_diff_10.7310,2022-08-29T16:00:00+00:00,2022-08-30T05:00:00+00:00,1736.23,1735.99,-0.2400000000000091,0.35,-0.5900000000000091,9.289999999999964,0.9300000000000637,1745.52,1735.3,715
2006,2022-08-31T12:00:00+00:00,2022-08-31T13:00:00+00:00,2022-09-01T02:00:00+00:00,-1,short,1711.02,1721.0610000000001,-10.041000000000167,close_sma_diff_-10.0410,2022-08-31T13:00:00+00:00,2022-09-01T02:00:00+00:00,1711.03,1709.96,1.0699999999999363,0.35,0.7199999999999364,5.769999999999982,12.5,1723.53,1705.26,716
2034,2022-09-01T17:00:00+00:00,2022-09-01T18:00:00+00:00,2022-09-02T07:00:00+00:00,-1,short,1692.26,1702.384,-10.124000000000024,close_sma_diff_-10.1240,2022-09-01T18:00:00+00:00,2022-09-02T07:00:00+00:00,1692.17,1699.56,-7.389999999999873,0.35,-7.739999999999872,0.08000000000015461,8.159999999999854,1700.33,1692.09,710
2057,2022-09-02T17:00:00+00:00,2022-09-02T18:00:00+00:00,2022-09-05T07:00:00+00:00,1,long,1717.23,1706.9299999999998,10.300000000000182,close_sma_diff_10.3000,2022-09-02T18:00:00+00:00,2022-09-05T07:00:00+00:00,1717.25,1712.31,-4.940000000000055,0.35,-5.290000000000054,0.31999999999993634,9.539999999999964,1717.57,1707.71,714
2087,2022-09-06T03:00:00+00:00,2022-09-06T04:00:00+00:00,2022-09-06T16:00:00+00:00,1,long,1723.96,1712.988,10.97199999999998,close_sma_diff_10.9720,2022-09-06T04:00:00+00:00,2022-09-06T16:00:00+00:00,1723.96,1707.71,-16.25,0.35,-16.6,0.0,17.019999999999982,1723.96,1706.94,719
2214,2022-09-13T15:00:00+00:00,2022-09-13T16:00:00+00:00,2022-09-14T05:00:00+00:00,-1,short,1703.82,1722.568,-18.748000000000047,close_sma_diff_-18.7480,2022-09-13T16:00:00+00:00,2022-09-14T05:00:00+00:00,1703.81,1699.98,3.8299999999999272,0.35,3.479999999999927,6.7000000000000455,5.779999999999973,1709.59,1697.11,718
2262,2022-09-15T17:00:00+00:00,2022-09-15T18:00:00+00:00,2022-09-16T07:00:00+00:00,-1,short,1668.5,1686.259,-17.759000000000015,close_sma_diff_-17.7590,2022-09-15T18:00:00+00:00,2022-09-16T07:00:00+00:00,1668.57,1664.68,3.8899999999998727,0.35,3.5399999999998726,8.220000000000027,2.810000000000173,1671.38,1660.35,717
2285,2022-09-16T17:00:00+00:00,2022-09-16T18:00:00+00:00,2022-09-19T07:00:00+00:00,1,long,1677.06,1663.1330000000003,13.92699999999968,close_sma_diff_13.9270,2022-09-16T18:00:00+00:00,2022-09-19T07:00:00+00:00,1677.06,1669.21,-7.849999999999909,0.35,-8.199999999999909,2.9400000000000546,8.849999999999909,1680.0,1668.21,716
2358,2022-09-21T21:00:00+00:00,2022-09-21T22:00:00+00:00,2022-09-22T11:00:00+00:00,1,long,1685.93,1672.5010000000002,13.42899999999986,close_sma_diff_13.4290,2022-09-21T22:00:00+00:00,2022-09-22T11:00:00+00:00,1686.03,1659.18,-26.84999999999991,0.35,-27.19999999999991,1.7000000000000455,30.3599999999999,1687.73,1655.67,718
2375,2022-09-22T15:00:00+00:00,2022-09-22T16:00:00+00:00,2022-09-23T05:00:00+00:00,1,long,1681.92,1666.0130000000001,15.906999999999925,close_sma_diff_15.9070,2022-09-22T16:00:00+00:00,2022-09-23T05:00:00+00:00,1681.91,1672.59,-9.320000000000164,0.35,-9.670000000000163,0.0,13.980000000000018,1681.91,1667.93,718
2395,2022-09-23T12:00:00+00:00,2022-09-23T13:00:00+00:00,2022-09-26T02:00:00+00:00,-1,short,1657.19,1668.4180000000001,-11.228000000000065,close_sma_diff_-11.2280,2022-09-23T13:00:00+00:00,2022-09-26T02:00:00+00:00,1657.2,1643.6,13.600000000000136,0.35,13.250000000000137,17.450000000000045,1.0899999999999181,1658.29,1639.75,716
2409,2022-09-26T03:00:00+00:00,2022-09-26T04:00:00+00:00,2022-09-26T16:00:00+00:00,-1,short,1628.06,1642.4959999999999,-14.435999999999922,close_sma_diff_-14.4360,2022-09-26T04:00:00+00:00,2022-09-26T16:00:00+00:00,1628.0,1646.49,-18.49000000000001,0.35,-18.84000000000001,0.30999999999994543,21.75999999999999,1649.76,1627.69,721
2425,2022-09-26T19:00:00+00:00,2022-09-26T20:00:00+00:00,2022-09-27T09:00:00+00:00,-1,short,1631.16,1641.3970000000002,-10.23700000000008,close_sma_diff_-10.2370,2022-09-26T20:00:00+00:00,2022-09-27T09:00:00+00:00,1631.16,1635.62,-4.459999999999809,0.35,-4.809999999999809,9.990000000000009,5.230000000000018,1636.39,1621.17,719
