definition,direction,guard_variant,geometry,variant,signal_utc,entry_utc,exit_utc,entry_price,exit_price,exit_reason,gross_per_unit,net_x4,mfe_usd,mae_usd,h4_sma,h4_slope_lookback,h1_break_lookback,compression_lookback,compression_max_atr,cooldown_h,exit_h,session_filter
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2022-06-10T02:00:00+00:00,2022-06-10T03:00:00+00:00,2022-06-10T15:00:00+00:00,1845.15,1855.66,time_exit_12h,-10.51,-43.44,20.31,14.16,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2022-07-01T04:00:00+00:00,2022-07-01T05:00:00+00:00,2022-07-01T17:00:00+00:00,1801.26,1799.2,time_exit_12h,2.06,6.84,16.97,7.31,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2022-09-14T01:00:00+00:00,2022-09-14T02:00:00+00:00,2022-09-14T14:00:00+00:00,1700.09,1703.38,time_exit_12h,-3.29,-14.56,2.96,6.8,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2022-10-10T03:00:00+00:00,2022-10-10T04:00:00+00:00,2022-10-10T16:00:00+00:00,1691.45,1666.83,time_exit_12h,24.62,97.08,25.96,0.15,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2022-10-14T01:00:00+00:00,2022-10-14T02:00:00+00:00,2022-10-14T14:00:00+00:00,1661.64,1650.36,time_exit_12h,11.28,43.72,12.29,9.9,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2022-10-20T00:00:00+00:00,2022-10-20T01:00:00+00:00,2022-10-20T13:00:00+00:00,1627.0,1632.56,time_exit_12h,-5.56,-23.64,4.68,12.82,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2023-03-08T01:00:00+00:00,2023-03-08T02:00:00+00:00,2023-03-08T14:00:00+00:00,1812.24,1820.34,time_exit_12h,-8.1,-33.8,2.9,9.29,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2023-03-09T01:00:00+00:00,2023-03-09T02:00:00+00:00,2023-03-09T14:00:00+00:00,1812.24,1831.31,time_exit_12h,-19.07,-77.68,0.33,19.58,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2023-04-20T03:00:00+00:00,2023-04-20T04:00:00+00:00,2023-04-20T16:00:00+00:00,1991.73,2002.55,time_exit_12h,-10.82,-44.68,1.29,20.55,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2023-05-09T01:00:00+00:00,2023-05-09T02:00:00+00:00,2023-05-09T14:00:00+00:00,2020.02,2030.2,time_exit_12h,-10.18,-42.12,0.26,12.72,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2023-05-12T02:00:00+00:00,2023-05-12T03:00:00+00:00,2023-05-12T15:00:00+00:00,2011.92,2011.13,time_exit_12h,0.79,1.76,11.12,10.51,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2023-06-05T03:00:00+00:00,2023-06-05T04:00:00+00:00,2023-06-05T16:00:00+00:00,1944.81,1958.07,time_exit_12h,-13.26,-54.44,6.75,17.02,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2023-06-23T02:00:00+00:00,2023-06-23T03:00:00+00:00,2023-06-23T15:00:00+00:00,1912.04,1926.9,time_exit_12h,-14.86,-60.84,2.11,25.16,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2023-09-06T01:00:00+00:00,2023-09-06T02:00:00+00:00,2023-09-06T14:00:00+00:00,1924.66,1928.04,time_exit_12h,-3.38,-14.92,3.61,4.43,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2023-09-13T02:00:00+00:00,2023-09-13T03:00:00+00:00,2023-09-13T15:00:00+00:00,1911.31,1912.63,time_exit_12h,-1.32,-6.68,5.87,4.32,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2023-09-26T03:00:00+00:00,2023-09-26T04:00:00+00:00,2023-09-26T16:00:00+00:00,1913.46,1902.24,time_exit_12h,11.22,43.48,12.73,2.01,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2023-09-29T04:00:00+00:00,2023-09-29T05:00:00+00:00,2023-09-29T17:00:00+00:00,1863.14,1853.51,time_exit_12h,9.63,37.12,11.07,16.55,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2023-10-02T05:00:00+00:00,2023-10-02T06:00:00+00:00,2023-10-02T18:00:00+00:00,1842.35,1831.7,time_exit_12h,10.65,41.2,15.37,3.76,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2024-02-12T02:00:00+00:00,2024-02-12T03:00:00+00:00,2024-02-12T15:00:00+00:00,2022.15,2012.96,time_exit_12h,9.19,35.36,10.28,5.2,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2024-06-03T04:00:00+00:00,2024-06-03T05:00:00+00:00,2024-06-03T17:00:00+00:00,2321.21,2349.18,time_exit_12h,-27.97,-113.28,6.67,28.85,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2024-09-02T02:00:00+00:00,2024-09-02T03:00:00+00:00,2024-09-02T15:00:00+00:00,2497.82,2501.8,time_exit_12h,-3.98,-17.32,7.97,9.27,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2024-09-02T23:00:00+00:00,2024-09-03T00:00:00+00:00,2024-09-03T12:00:00+00:00,2497.4,2489.55,time_exit_12h,7.85,30.0,12.94,8.83,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2025-07-24T03:00:00+00:00,2025-07-24T04:00:00+00:00,2025-07-24T16:00:00+00:00,3383.66,3372.28,time_exit_12h,11.38,44.12,32.46,2.19,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2025-08-01T00:00:00+00:00,2025-08-01T01:00:00+00:00,2025-08-01T13:00:00+00:00,3288.45,3318.45,emergency_stop_30.0,-30.0,-121.4,7.09,56.57,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2025-08-13T01:00:00+00:00,2025-08-13T02:00:00+00:00,2025-08-13T14:00:00+00:00,3343.38,3364.89,time_exit_12h,-21.51,-87.44,0.69,23.71,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2025-08-20T00:00:00+00:00,2025-08-20T01:00:00+00:00,2025-08-20T13:00:00+00:00,3314.06,3344.06,emergency_stop_30.0,-30.0,-121.4,2.73,30.8,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool1_all,2025-10-22T00:00:00+00:00,2025-10-22T01:00:00+00:00,2025-10-22T04:00:00+00:00,4092.96,4122.96,emergency_stop_30.0,-30.0,-121.4,88.92,68.1,10,2,6,6,1.4,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2022-06-10T02:00:00+00:00,2022-06-10T03:00:00+00:00,2022-06-10T15:00:00+00:00,1845.15,1855.66,time_exit_12h,-10.51,-43.44,20.31,14.16,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2022-07-01T04:00:00+00:00,2022-07-01T05:00:00+00:00,2022-07-01T17:00:00+00:00,1801.26,1799.2,time_exit_12h,2.06,6.84,16.97,7.31,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2022-09-14T01:00:00+00:00,2022-09-14T02:00:00+00:00,2022-09-14T14:00:00+00:00,1700.09,1703.38,time_exit_12h,-3.29,-14.56,2.96,6.8,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2022-10-10T03:00:00+00:00,2022-10-10T04:00:00+00:00,2022-10-10T16:00:00+00:00,1691.45,1666.83,time_exit_12h,24.62,97.08,25.96,0.15,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2022-10-14T01:00:00+00:00,2022-10-14T02:00:00+00:00,2022-10-14T14:00:00+00:00,1661.64,1650.36,time_exit_12h,11.28,43.72,12.29,9.9,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2022-10-20T00:00:00+00:00,2022-10-20T01:00:00+00:00,2022-10-20T13:00:00+00:00,1627.0,1632.56,time_exit_12h,-5.56,-23.64,4.68,12.82,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2023-03-08T01:00:00+00:00,2023-03-08T02:00:00+00:00,2023-03-08T14:00:00+00:00,1812.24,1820.34,time_exit_12h,-8.1,-33.8,2.9,9.29,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2023-03-09T01:00:00+00:00,2023-03-09T02:00:00+00:00,2023-03-09T14:00:00+00:00,1812.24,1831.31,time_exit_12h,-19.07,-77.68,0.33,19.58,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2023-04-20T03:00:00+00:00,2023-04-20T04:00:00+00:00,2023-04-20T16:00:00+00:00,1991.73,2002.55,time_exit_12h,-10.82,-44.68,1.29,20.55,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2023-05-09T01:00:00+00:00,2023-05-09T02:00:00+00:00,2023-05-09T14:00:00+00:00,2020.02,2030.2,time_exit_12h,-10.18,-42.12,0.26,12.72,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2023-05-12T02:00:00+00:00,2023-05-12T03:00:00+00:00,2023-05-12T15:00:00+00:00,2011.92,2011.13,time_exit_12h,0.79,1.76,11.12,10.51,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2023-06-05T03:00:00+00:00,2023-06-05T04:00:00+00:00,2023-06-05T16:00:00+00:00,1944.81,1958.07,time_exit_12h,-13.26,-54.44,6.75,17.02,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2023-06-23T02:00:00+00:00,2023-06-23T03:00:00+00:00,2023-06-23T15:00:00+00:00,1912.04,1926.9,time_exit_12h,-14.86,-60.84,2.11,25.16,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2023-09-06T01:00:00+00:00,2023-09-06T02:00:00+00:00,2023-09-06T14:00:00+00:00,1924.66,1928.04,time_exit_12h,-3.38,-14.92,3.61,4.43,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2023-09-13T02:00:00+00:00,2023-09-13T03:00:00+00:00,2023-09-13T15:00:00+00:00,1911.31,1912.63,time_exit_12h,-1.32,-6.68,5.87,4.32,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2023-09-26T03:00:00+00:00,2023-09-26T04:00:00+00:00,2023-09-26T16:00:00+00:00,1913.46,1902.24,time_exit_12h,11.22,43.48,12.73,2.01,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2023-09-29T04:00:00+00:00,2023-09-29T05:00:00+00:00,2023-09-29T17:00:00+00:00,1863.14,1853.51,time_exit_12h,9.63,37.12,11.07,16.55,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2023-10-02T05:00:00+00:00,2023-10-02T06:00:00+00:00,2023-10-02T18:00:00+00:00,1842.35,1831.7,time_exit_12h,10.65,41.2,15.37,3.76,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2024-02-12T02:00:00+00:00,2024-02-12T03:00:00+00:00,2024-02-12T15:00:00+00:00,2022.15,2012.96,time_exit_12h,9.19,35.36,10.28,5.2,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2024-06-03T04:00:00+00:00,2024-06-03T05:00:00+00:00,2024-06-03T17:00:00+00:00,2321.21,2349.18,time_exit_12h,-27.97,-113.28,6.67,28.85,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2024-09-02T02:00:00+00:00,2024-09-02T03:00:00+00:00,2024-09-02T15:00:00+00:00,2497.82,2501.8,time_exit_12h,-3.98,-17.32,7.97,9.27,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2024-09-02T23:00:00+00:00,2024-09-03T00:00:00+00:00,2024-09-03T12:00:00+00:00,2497.4,2489.55,time_exit_12h,7.85,30.0,12.94,8.83,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2025-07-24T03:00:00+00:00,2025-07-24T04:00:00+00:00,2025-07-24T16:00:00+00:00,3383.66,3372.28,time_exit_12h,11.38,44.12,32.46,2.19,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2025-08-01T00:00:00+00:00,2025-08-01T01:00:00+00:00,2025-08-01T13:00:00+00:00,3288.45,3318.45,emergency_stop_30.0,-30.0,-121.4,7.09,56.57,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2025-08-13T01:00:00+00:00,2025-08-13T02:00:00+00:00,2025-08-13T14:00:00+00:00,3343.38,3364.89,time_exit_12h,-21.51,-87.44,0.69,23.71,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2025-08-20T00:00:00+00:00,2025-08-20T01:00:00+00:00,2025-08-20T13:00:00+00:00,3314.06,3344.06,emergency_stop_30.0,-30.0,-121.4,2.73,30.8,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.4_cool4_all,2025-10-22T00:00:00+00:00,2025-10-22T01:00:00+00:00,2025-10-22T04:00:00+00:00,4092.96,4122.96,emergency_stop_30.0,-30.0,-121.4,88.92,68.1,10,2,6,6,1.4,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2022-05-19T01:00:00+00:00,2022-05-19T02:00:00+00:00,2022-05-19T14:00:00+00:00,1814.94,1839.26,time_exit_12h,-24.32,-98.68,4.17,26.35,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2022-06-07T00:00:00+00:00,2022-06-07T01:00:00+00:00,2022-06-07T13:00:00+00:00,1839.23,1844.86,time_exit_12h,-5.63,-23.92,2.38,12.54,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2022-06-10T02:00:00+00:00,2022-06-10T03:00:00+00:00,2022-06-10T15:00:00+00:00,1845.15,1855.66,time_exit_12h,-10.51,-43.44,20.31,14.16,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2022-06-22T01:00:00+00:00,2022-06-22T02:00:00+00:00,2022-06-22T14:00:00+00:00,1828.27,1844.42,time_exit_12h,-16.15,-66.0,5.08,19.4,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2022-07-01T04:00:00+00:00,2022-07-01T05:00:00+00:00,2022-07-01T17:00:00+00:00,1801.26,1799.2,time_exit_12h,2.06,6.84,16.97,7.31,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2022-07-07T13:00:00+00:00,2022-07-07T14:00:00+00:00,2022-07-08T03:00:00+00:00,1739.47,1742.65,time_exit_12h,-3.18,-14.12,1.61,9.48,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2022-07-15T04:00:00+00:00,2022-07-15T05:00:00+00:00,2022-07-15T17:00:00+00:00,1708.42,1704.5,time_exit_12h,3.92,14.28,9.51,5.4,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2022-07-21T07:00:00+00:00,2022-07-21T08:00:00+00:00,2022-07-21T20:00:00+00:00,1689.32,1719.32,emergency_stop_30.0,-30.0,-121.4,8.58,30.48,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2022-08-22T05:00:00+00:00,2022-08-22T06:00:00+00:00,2022-08-22T18:00:00+00:00,1744.61,1735.92,time_exit_12h,8.69,33.36,17.0,0.23,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2022-09-14T01:00:00+00:00,2022-09-14T02:00:00+00:00,2022-09-14T14:00:00+00:00,1700.09,1703.38,time_exit_12h,-3.29,-14.56,2.96,6.8,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2022-10-07T07:00:00+00:00,2022-10-07T08:00:00+00:00,2022-10-07T20:00:00+00:00,1708.96,1694.83,time_exit_12h,14.13,55.12,18.55,5.68,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2022-10-10T03:00:00+00:00,2022-10-10T04:00:00+00:00,2022-10-10T16:00:00+00:00,1691.45,1666.83,time_exit_12h,24.62,97.08,25.96,0.15,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2022-10-14T01:00:00+00:00,2022-10-14T02:00:00+00:00,2022-10-14T14:00:00+00:00,1661.64,1650.36,time_exit_12h,11.28,43.72,12.29,9.9,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2022-10-19T04:00:00+00:00,2022-10-19T05:00:00+00:00,2022-10-19T17:00:00+00:00,1649.12,1629.47,time_exit_12h,19.65,77.2,20.89,0.25,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2022-10-20T00:00:00+00:00,2022-10-20T01:00:00+00:00,2022-10-20T13:00:00+00:00,1627.0,1632.56,time_exit_12h,-5.56,-23.64,4.68,12.82,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2022-10-21T04:00:00+00:00,2022-10-21T05:00:00+00:00,2022-10-21T17:00:00+00:00,1621.44,1651.44,emergency_stop_30.0,-30.0,-121.4,4.42,32.41,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2022-11-17T01:00:00+00:00,2022-11-17T02:00:00+00:00,2022-11-17T14:00:00+00:00,1769.67,1759.47,time_exit_12h,10.2,39.4,15.38,1.13,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2022-11-21T01:00:00+00:00,2022-11-21T02:00:00+00:00,2022-11-21T14:00:00+00:00,1746.13,1741.19,time_exit_12h,4.94,18.36,9.39,1.13,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-01-19T01:00:00+00:00,2023-01-19T02:00:00+00:00,2023-01-19T14:00:00+00:00,1901.81,1917.34,time_exit_12h,-15.53,-63.52,1.02,16.17,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-02-10T03:00:00+00:00,2023-02-10T04:00:00+00:00,2023-02-10T16:00:00+00:00,1855.25,1858.09,time_exit_12h,-2.84,-12.76,2.56,16.8,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-02-13T04:00:00+00:00,2023-02-13T05:00:00+00:00,2023-02-13T17:00:00+00:00,1857.78,1851.47,time_exit_12h,6.31,23.84,7.26,8.72,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-02-15T03:00:00+00:00,2023-02-15T04:00:00+00:00,2023-02-15T16:00:00+00:00,1848.24,1836.65,time_exit_12h,11.59,44.96,17.78,0.54,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-03-08T01:00:00+00:00,2023-03-08T02:00:00+00:00,2023-03-08T14:00:00+00:00,1812.24,1820.34,time_exit_12h,-8.1,-33.8,2.9,9.29,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-03-09T01:00:00+00:00,2023-03-09T02:00:00+00:00,2023-03-09T14:00:00+00:00,1812.24,1831.31,time_exit_12h,-19.07,-77.68,0.33,19.58,10,2,6,6,1.8,1,12,all
