baseline,interval,entry_time_utc,exit_time_utc,direction,direction_label,entry_price,exit_price,raw_usd,cost_usd,net_usd,reason
higher_timeframe_sma20_trend,1h,2026-05-15T06:00:00+00:00,2026-05-15T09:00:00+00:00,-1,short,4567.67438,4544.7705,22.903880000000754,0.35,22.553880000000753,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-15T07:00:00+00:00,2026-05-15T10:00:00+00:00,-1,short,4569.7825,4568.81463,0.9678700000004028,0.35,0.6178700000004028,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-15T08:00:00+00:00,2026-05-15T11:00:00+00:00,-1,short,4554.08644,4551.87153,2.2149099999996906,0.35,1.8649099999996905,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-15T09:00:00+00:00,2026-05-15T12:00:00+00:00,-1,short,4544.7705,4552.51953,-7.749029999999948,0.35,-8.099029999999948,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-15T10:00:00+00:00,2026-05-15T13:00:00+00:00,-1,short,4568.81463,4534.42514,34.38948999999957,0.35,34.03948999999957,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-15T11:00:00+00:00,2026-05-15T14:00:00+00:00,-1,short,4551.87153,4565.85756,-13.986030000000028,0.35,-14.336030000000028,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-15T12:00:00+00:00,2026-05-15T15:00:00+00:00,-1,short,4552.51953,4533.95994,18.559589999999844,0.35,18.209589999999842,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-15T13:00:00+00:00,2026-05-15T16:00:00+00:00,-1,short,4534.42514,4544.21449,-9.789350000000013,0.35,-10.139350000000013,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-15T14:00:00+00:00,2026-05-15T17:00:00+00:00,-1,short,4565.85756,4559.58841,6.2691500000000815,0.35,5.919150000000082,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-15T15:00:00+00:00,2026-05-15T18:00:00+00:00,-1,short,4533.95994,4559.23338,-25.273439999999937,0.35,-25.62343999999994,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-15T16:00:00+00:00,2026-05-15T19:00:00+00:00,-1,short,4544.21449,4545.98597,-1.7714799999994284,0.35,-2.1214799999994285,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-15T17:00:00+00:00,2026-05-15T20:00:00+00:00,-1,short,4559.58841,4540.14677,19.441640000000007,0.35,19.091640000000005,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-15T18:00:00+00:00,2026-05-15T21:00:00+00:00,-1,short,4559.23338,4537.67283,21.56054999999924,0.35,21.210549999999238,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-15T19:00:00+00:00,2026-05-15T22:00:00+00:00,-1,short,4545.98597,4537.72045,8.265519999999924,0.35,7.915519999999924,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-15T20:00:00+00:00,2026-05-15T23:00:00+00:00,-1,short,4540.14677,4537.70856,2.438210000000254,0.35,2.0882100000002537,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-15T21:00:00+00:00,2026-05-16T00:00:00+00:00,-1,short,4537.67283,4537.71385,-0.041019999999662105,0.35,-0.3910199999996621,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-15T22:00:00+00:00,2026-05-16T01:00:00+00:00,-1,short,4537.72045,4537.71967,0.0007799999993949314,0.35,-0.34922000000060505,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-15T23:00:00+00:00,2026-05-16T02:00:00+00:00,-1,short,4537.70856,4537.73172,-0.023159999999734282,0.35,-0.37315999999973426,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T00:00:00+00:00,2026-05-16T03:00:00+00:00,-1,short,4537.71385,4537.75333,-0.039479999999457505,0.35,-0.3894799999994575,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T01:00:00+00:00,2026-05-16T04:00:00+00:00,-1,short,4537.71967,4537.8078,-0.08812999999918247,0.35,-0.43812999999918245,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T02:00:00+00:00,2026-05-16T05:00:00+00:00,-1,short,4537.73172,4537.81237,-0.08064999999987776,0.35,-0.43064999999987774,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T03:00:00+00:00,2026-05-16T06:00:00+00:00,-1,short,4537.75333,4537.81866,-0.06533000000035827,0.35,-0.41533000000035825,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T04:00:00+00:00,2026-05-16T07:00:00+00:00,-1,short,4537.8078,4537.82996,-0.02216000000044005,0.35,-0.37216000000044,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T05:00:00+00:00,2026-05-16T08:00:00+00:00,-1,short,4537.81237,4537.83089,-0.01852000000053522,0.35,-0.3685200000005352,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T06:00:00+00:00,2026-05-16T09:00:00+00:00,-1,short,4537.81866,4537.83267,-0.01400999999987107,0.35,-0.36400999999987105,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T07:00:00+00:00,2026-05-16T10:00:00+00:00,-1,short,4537.82996,4537.84592,-0.01595999999972264,0.35,-0.3659599999997226,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T08:00:00+00:00,2026-05-16T11:00:00+00:00,-1,short,4537.83089,4537.84248,-0.011590000000069267,0.35,-0.36159000000006924,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T09:00:00+00:00,2026-05-16T12:00:00+00:00,-1,short,4537.83267,4537.84034,-0.007669999999961874,0.35,-0.35766999999996185,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T10:00:00+00:00,2026-05-16T13:00:00+00:00,-1,short,4537.84592,4537.83359,0.012329999999565189,0.35,-0.3376700000004348,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T11:00:00+00:00,2026-05-16T14:00:00+00:00,-1,short,4537.84248,4537.8227,0.019780000000537257,0.35,-0.3302199999994627,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T12:00:00+00:00,2026-05-16T15:00:00+00:00,-1,short,4537.84034,4537.80844,0.031899999999950523,0.35,-0.31810000000004945,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T13:00:00+00:00,2026-05-16T16:00:00+00:00,-1,short,4537.83359,4537.80719,0.02639999999973952,0.35,-0.32360000000026046,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T14:00:00+00:00,2026-05-16T17:00:00+00:00,-1,short,4537.8227,4537.82393,-0.0012299999998504063,0.35,-0.3512299999998504,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T15:00:00+00:00,2026-05-16T18:00:00+00:00,-1,short,4537.80844,4537.83877,-0.030330000000503787,0.35,-0.38033000000050377,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T16:00:00+00:00,2026-05-16T19:00:00+00:00,1,long,4537.80719,4537.73958,-0.06761000000005879,0.35,-0.41761000000005877,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T17:00:00+00:00,2026-05-16T20:00:00+00:00,1,long,4537.82393,4537.72547,-0.0984599999992497,0.35,-0.4484599999992497,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T18:00:00+00:00,2026-05-16T21:00:00+00:00,1,long,4537.83877,4537.72117,-0.11760000000049331,0.35,-0.4676000000004933,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T19:00:00+00:00,2026-05-16T22:00:00+00:00,-1,short,4537.73958,4537.71455,0.025030000000697328,0.35,-0.32496999999930265,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T20:00:00+00:00,2026-05-16T23:00:00+00:00,-1,short,4537.72547,4537.71255,0.012920000000121945,0.35,-0.33707999999987803,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T21:00:00+00:00,2026-05-17T00:00:00+00:00,-1,short,4537.72117,4537.7153,0.005869999999958964,0.35,-0.344130000000041,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T22:00:00+00:00,2026-05-17T01:00:00+00:00,-1,short,4537.71455,4537.72262,-0.008069999999861466,0.35,-0.35806999999986144,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-16T23:00:00+00:00,2026-05-17T02:00:00+00:00,-1,short,4537.71255,4537.73399,-0.02143999999952939,0.35,-0.37143999999952937,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T00:00:00+00:00,2026-05-17T03:00:00+00:00,-1,short,4537.7153,4537.8073,-0.09200000000055297,0.35,-0.44200000000055295,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T01:00:00+00:00,2026-05-17T04:00:00+00:00,-1,short,4537.72262,4537.78984,-0.06722000000081607,0.35,-0.41722000000081605,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T02:00:00+00:00,2026-05-17T05:00:00+00:00,-1,short,4537.73399,4537.78341,-0.049420000000282016,0.35,-0.399420000000282,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T03:00:00+00:00,2026-05-17T06:00:00+00:00,1,long,4537.8073,4537.80114,-0.0061600000008184,0.35,-0.3561600000008184,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T04:00:00+00:00,2026-05-17T07:00:00+00:00,1,long,4537.78984,4537.81743,0.027589999999690917,0.35,-0.32241000000030906,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T05:00:00+00:00,2026-05-17T08:00:00+00:00,1,long,4537.78341,4537.83114,0.047730000000228756,0.35,-0.3022699999997712,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T06:00:00+00:00,2026-05-17T09:00:00+00:00,1,long,4537.80114,4537.84132,0.040180000000873406,0.35,-0.30981999999912657,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T07:00:00+00:00,2026-05-17T10:00:00+00:00,1,long,4537.81743,4537.84726,0.02982999999949243,0.35,-0.32017000000050755,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T08:00:00+00:00,2026-05-17T11:00:00+00:00,1,long,4537.83114,4537.84853,0.01738999999997759,0.35,-0.3326100000000224,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T09:00:00+00:00,2026-05-17T12:00:00+00:00,1,long,4537.84132,4537.84506,0.0037399999991976074,0.35,-0.34626000000080237,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T10:00:00+00:00,2026-05-17T13:00:00+00:00,1,long,4537.84726,4537.83708,-0.010179999999309075,0.35,-0.36017999999930905,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T11:00:00+00:00,2026-05-17T14:00:00+00:00,1,long,4537.84853,4537.82515,-0.023380000000543077,0.35,-0.37338000000054306,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T12:00:00+00:00,2026-05-17T15:00:00+00:00,1,long,4537.84506,4537.81011,-0.0349499999992986,0.35,-0.3849499999992986,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T13:00:00+00:00,2026-05-17T16:00:00+00:00,1,long,4537.83708,4537.81823,-0.01885000000038417,0.35,-0.36885000000038415,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T14:00:00+00:00,2026-05-17T17:00:00+00:00,1,long,4537.82515,4537.83455,0.009399999999914144,0.35,-0.34060000000008583,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T15:00:00+00:00,2026-05-17T18:00:00+00:00,1,long,4537.81011,4537.83214,0.022030000000086147,0.35,-0.32796999999991383,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T16:00:00+00:00,2026-05-17T19:00:00+00:00,1,long,4537.81823,4537.66852,-0.14970999999968626,0.35,-0.49970999999968624,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T17:00:00+00:00,2026-05-17T20:00:00+00:00,1,long,4537.83455,4537.71527,-0.1192799999998897,0.35,-0.4692799999998897,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T18:00:00+00:00,2026-05-17T21:00:00+00:00,1,long,4537.83214,4540.17594,2.3437999999996464,0.35,1.9937999999996463,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T19:00:00+00:00,2026-05-17T22:00:00+00:00,-1,short,4537.66852,4546.17578,-8.507259999999405,0.35,-8.857259999999405,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T20:00:00+00:00,2026-05-17T23:00:00+00:00,-1,short,4537.71527,4536.68377,1.031500000000051,0.35,0.681500000000051,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T21:00:00+00:00,2026-05-18T00:00:00+00:00,1,long,4540.17594,4504.2515,-35.92443999999978,0.35,-36.27443999999978,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T22:00:00+00:00,2026-05-18T01:00:00+00:00,1,long,4546.17578,4527.18962,-18.986159999999472,0.35,-19.336159999999474,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-17T23:00:00+00:00,2026-05-18T02:00:00+00:00,-1,short,4536.68377,4534.32519,2.3585800000000745,0.35,2.0085800000000744,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T00:00:00+00:00,2026-05-18T03:00:00+00:00,-1,short,4504.2515,4543.50574,-39.2542399999993,0.35,-39.6042399999993,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T01:00:00+00:00,2026-05-18T04:00:00+00:00,-1,short,4527.18962,4539.89669,-12.707069999999476,0.35,-13.057069999999475,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T02:00:00+00:00,2026-05-18T05:00:00+00:00,-1,short,4534.32519,4532.77725,1.5479399999994712,0.35,1.197939999999471,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T03:00:00+00:00,2026-05-18T06:00:00+00:00,1,long,4543.50574,4546.25268,2.746939999999995,0.35,2.396939999999995,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T04:00:00+00:00,2026-05-18T07:00:00+00:00,1,long,4539.89669,4547.10441,7.207720000000336,0.35,6.857720000000336,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T05:00:00+00:00,2026-05-18T08:00:00+00:00,-1,short,4532.77725,4552.41557,-19.63832000000002,0.35,-19.988320000000023,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T06:00:00+00:00,2026-05-18T09:00:00+00:00,1,long,4546.25268,4543.58589,-2.6667899999993097,0.35,-3.0167899999993097,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T07:00:00+00:00,2026-05-18T10:00:00+00:00,1,long,4547.10441,4540.1195,-6.984910000000127,0.35,-7.334910000000127,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T08:00:00+00:00,2026-05-18T11:00:00+00:00,1,long,4552.41557,4552.00681,-0.4087600000002567,0.35,-0.7587600000002567,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T09:00:00+00:00,2026-05-18T12:00:00+00:00,1,long,4543.58589,4568.38369,24.79779999999937,0.35,24.44779999999937,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T10:00:00+00:00,2026-05-18T13:00:00+00:00,1,long,4540.1195,4578.61437,38.49487000000045,0.35,38.144870000000445,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T11:00:00+00:00,2026-05-18T14:00:00+00:00,1,long,4552.00681,4545.3713,-6.6355100000000675,0.35,-6.985510000000067,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T12:00:00+00:00,2026-05-18T15:00:00+00:00,1,long,4568.38369,4543.24252,-25.141169999999875,0.35,-25.491169999999876,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T13:00:00+00:00,2026-05-18T16:00:00+00:00,1,long,4578.61437,4551.77845,-26.835920000000442,0.35,-27.185920000000444,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T14:00:00+00:00,2026-05-18T17:00:00+00:00,1,long,4545.3713,4546.75188,1.380580000000009,0.35,1.030580000000009,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T15:00:00+00:00,2026-05-18T18:00:00+00:00,1,long,4543.24252,4536.79169,-6.450829999999769,0.35,-6.800829999999769,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T16:00:00+00:00,2026-05-18T19:00:00+00:00,1,long,4551.77845,4558.90049,7.122040000000197,0.35,6.772040000000198,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T17:00:00+00:00,2026-05-18T20:00:00+00:00,1,long,4546.75188,4566.17371,19.421830000000227,0.35,19.071830000000226,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T18:00:00+00:00,2026-05-18T21:00:00+00:00,-1,short,4536.79169,4566.64109,-29.84940000000006,0.35,-30.19940000000006,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T19:00:00+00:00,2026-05-18T22:00:00+00:00,1,long,4558.90049,4573.14618,14.24568999999974,0.35,13.89568999999974,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T20:00:00+00:00,2026-05-18T23:00:00+00:00,1,long,4566.17371,4579.9231,13.749389999999948,0.35,13.399389999999949,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T21:00:00+00:00,2026-05-19T00:00:00+00:00,1,long,4566.64109,4566.96629,0.32520000000022264,0.35,-0.024799999999777333,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T22:00:00+00:00,2026-05-19T01:00:00+00:00,1,long,4573.14618,4565.95635,-7.189829999999347,0.35,-7.5398299999993466,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-18T23:00:00+00:00,2026-05-19T02:00:00+00:00,1,long,4579.9231,4547.33071,-32.592389999999796,0.35,-32.9423899999998,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T00:00:00+00:00,2026-05-19T03:00:00+00:00,1,long,4566.96629,4546.0011,-20.965189999999893,0.35,-21.315189999999895,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T01:00:00+00:00,2026-05-19T04:00:00+00:00,1,long,4565.95635,4541.72397,-24.232380000000376,0.35,-24.582380000000377,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T02:00:00+00:00,2026-05-19T05:00:00+00:00,-1,short,4547.33071,4541.86365,5.467059999999947,0.35,5.117059999999947,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T03:00:00+00:00,2026-05-19T06:00:00+00:00,-1,short,4546.0011,4548.01019,-2.00908999999956,0.35,-2.35908999999956,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T04:00:00+00:00,2026-05-19T07:00:00+00:00,-1,short,4541.72397,4557.08285,-15.358879999999772,0.35,-15.708879999999771,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T05:00:00+00:00,2026-05-19T08:00:00+00:00,-1,short,4541.86365,4543.14034,-1.2766899999996895,0.35,-1.6266899999996896,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T06:00:00+00:00,2026-05-19T09:00:00+00:00,-1,short,4548.01019,4545.07659,2.933600000000297,0.35,2.5836000000002968,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T07:00:00+00:00,2026-05-19T10:00:00+00:00,1,long,4557.08285,4542.96547,-14.117379999999685,0.35,-14.467379999999684,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T08:00:00+00:00,2026-05-19T11:00:00+00:00,-1,short,4543.14034,4531.41203,11.72830999999951,0.35,11.37830999999951,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T09:00:00+00:00,2026-05-19T12:00:00+00:00,-1,short,4545.07659,4538.92434,6.152250000000095,0.35,5.802250000000095,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T10:00:00+00:00,2026-05-19T13:00:00+00:00,-1,short,4542.96547,4506.0862,36.87927000000036,0.35,36.52927000000036,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T11:00:00+00:00,2026-05-19T14:00:00+00:00,-1,short,4531.41203,4493.42554,37.98649000000023,0.35,37.63649000000023,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T12:00:00+00:00,2026-05-19T15:00:00+00:00,-1,short,4538.92434,4507.85631,31.068029999999453,0.35,30.71802999999945,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T13:00:00+00:00,2026-05-19T16:00:00+00:00,-1,short,4506.0862,4508.40677,-2.3205699999998615,0.35,-2.6705699999998616,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T14:00:00+00:00,2026-05-19T17:00:00+00:00,-1,short,4493.42554,4500.98263,-7.557090000000244,0.35,-7.9070900000002435,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T15:00:00+00:00,2026-05-19T18:00:00+00:00,-1,short,4507.85631,4494.53285,13.323460000000523,0.35,12.973460000000523,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T16:00:00+00:00,2026-05-19T19:00:00+00:00,-1,short,4508.40677,4481.56989,26.836879999999837,0.35,26.486879999999836,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T17:00:00+00:00,2026-05-19T20:00:00+00:00,-1,short,4500.98263,4481.85399,19.128640000000814,0.35,18.778640000000813,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T18:00:00+00:00,2026-05-19T21:00:00+00:00,-1,short,4494.53285,4482.51295,12.019899999999325,0.35,11.669899999999325,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T19:00:00+00:00,2026-05-19T22:00:00+00:00,-1,short,4481.56989,4484.05127,-2.481380000000172,0.35,-2.831380000000172,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T20:00:00+00:00,2026-05-19T23:00:00+00:00,-1,short,4481.85399,4489.48579,-7.631800000000112,0.35,-7.981800000000112,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T21:00:00+00:00,2026-05-20T00:00:00+00:00,-1,short,4482.51295,4498.93306,-16.420110000000022,0.35,-16.770110000000024,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T22:00:00+00:00,2026-05-20T01:00:00+00:00,-1,short,4484.05127,4479.55822,4.493050000000039,0.35,4.14305000000004,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-19T23:00:00+00:00,2026-05-20T02:00:00+00:00,-1,short,4489.48579,4465.91541,23.570380000000114,0.35,23.220380000000112,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T00:00:00+00:00,2026-05-20T03:00:00+00:00,-1,short,4498.93306,4464.34456,34.58850000000075,0.35,34.23850000000075,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T01:00:00+00:00,2026-05-20T04:00:00+00:00,-1,short,4479.55822,4461.64976,17.90845999999965,0.35,17.55845999999965,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T02:00:00+00:00,2026-05-20T05:00:00+00:00,-1,short,4465.91541,4472.50927,-6.59385999999995,0.35,-6.943859999999949,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T03:00:00+00:00,2026-05-20T06:00:00+00:00,-1,short,4464.34456,4473.81062,-9.466060000000653,0.35,-9.816060000000652,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T04:00:00+00:00,2026-05-20T07:00:00+00:00,-1,short,4461.64976,4478.40214,-16.752379999999903,0.35,-17.102379999999904,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T05:00:00+00:00,2026-05-20T08:00:00+00:00,-1,short,4472.50927,4485.12818,-12.618910000000142,0.35,-12.968910000000141,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T06:00:00+00:00,2026-05-20T09:00:00+00:00,-1,short,4473.81062,4485.67937,-11.868749999999636,0.35,-12.218749999999636,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T07:00:00+00:00,2026-05-20T10:00:00+00:00,-1,short,4478.40214,4494.258,-15.855859999999666,0.35,-16.205859999999667,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T08:00:00+00:00,2026-05-20T11:00:00+00:00,-1,short,4485.12818,4496.99403,-11.865850000000137,0.35,-12.215850000000136,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T09:00:00+00:00,2026-05-20T12:00:00+00:00,1,long,4485.67937,4495.04825,9.36887999999999,0.35,9.01887999999999,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T10:00:00+00:00,2026-05-20T13:00:00+00:00,1,long,4494.258,4483.56315,-10.69484999999986,0.35,-11.04484999999986,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T11:00:00+00:00,2026-05-20T14:00:00+00:00,1,long,4496.99403,4534.67715,37.6831200000006,0.35,37.3331200000006,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T12:00:00+00:00,2026-05-20T15:00:00+00:00,1,long,4495.04825,4527.83509,32.786839999999756,0.35,32.436839999999755,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T13:00:00+00:00,2026-05-20T16:00:00+00:00,1,long,4483.56315,4532.60385,49.04070000000047,0.35,48.69070000000047,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T14:00:00+00:00,2026-05-20T17:00:00+00:00,1,long,4534.67715,4530.95961,-3.717540000000554,0.35,-4.0675400000005535,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T15:00:00+00:00,2026-05-20T18:00:00+00:00,1,long,4527.83509,4543.17149,15.33640000000014,0.35,14.98640000000014,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T16:00:00+00:00,2026-05-20T19:00:00+00:00,1,long,4532.60385,4547.55672,14.952869999999166,0.35,14.602869999999166,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T17:00:00+00:00,2026-05-20T20:00:00+00:00,1,long,4530.95961,4544.05897,13.09936000000016,0.35,12.749360000000161,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T18:00:00+00:00,2026-05-20T21:00:00+00:00,1,long,4543.17149,4544.53935,1.3678600000002916,0.35,1.0178600000002915,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T19:00:00+00:00,2026-05-20T22:00:00+00:00,1,long,4547.55672,4539.88016,-7.676559999999881,0.35,-8.026559999999881,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T20:00:00+00:00,2026-05-20T23:00:00+00:00,1,long,4544.05897,4543.87923,-0.17974000000049273,0.35,-0.5297400000004927,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T21:00:00+00:00,2026-05-21T00:00:00+00:00,1,long,4544.53935,4545.91293,1.373580000000402,0.35,1.0235800000004018,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T22:00:00+00:00,2026-05-21T01:00:00+00:00,1,long,4539.88016,4560.84277,20.962610000000495,0.35,20.612610000000494,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-20T23:00:00+00:00,2026-05-21T02:00:00+00:00,1,long,4543.87923,4535.96024,-7.918989999999212,0.35,-8.268989999999212,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T00:00:00+00:00,2026-05-21T03:00:00+00:00,1,long,4545.91293,4529.33521,-16.577720000000227,0.35,-16.927720000000228,close_vs_sma20
