replay_mode,signal_server_time,signal_utc_time,entry_server_time,entry_utc_time,exit_server_time,exit_utc_time,session_utc,entry_price,close_h1,sma10,distance_usd,tp_usd,sl_usd,time_exit_h1_bars,exit_reason,gross_usd,net_usd,ambiguous_exit
non_overlap,2022-10-21 22:00:00,2022-10-21 19:00:00,2022-10-24 01:00:00,2022-10-23 22:00:00,2022-10-24 13:00:00,2022-10-24 10:00:00,new_york,1657.69,1655.06,1642.316,12.744,24.0,15.0,12,time_exit,-8.08,-8.43,False
non_overlap,2022-10-25 16:00:00,2022-10-25 13:00:00,2022-10-25 17:00:00,2022-10-25 14:00:00,2022-10-26 05:00:00,2022-10-26 02:00:00,london_ny_overlap,1658.98,1659.03,1646.275,12.755,24.0,15.0,12,time_exit,-6.16,-6.51,False
non_overlap,2022-11-04 06:00:00,2022-11-04 03:00:00,2022-11-04 07:00:00,2022-11-04 04:00:00,2022-11-04 16:15:00,2022-11-04 13:15:00,asia,1646.66,1646.7,1633.756,12.944,24.0,15.0,12,take_profit,24.0,23.65,False
non_overlap,2022-11-04 16:00:00,2022-11-04 13:00:00,2022-11-04 17:00:00,2022-11-04 14:00:00,2022-11-04 22:58:00,2022-11-04 19:58:00,london_ny_overlap,1673.01,1673.01,1653.258,19.752,24.0,15.0,12,time_exit,8.03,7.68,False
non_overlap,2022-11-08 17:00:00,2022-11-08 14:00:00,2022-11-08 18:00:00,2022-11-08 15:00:00,2022-11-09 06:00:00,2022-11-09 03:00:00,london_ny_overlap,1712.89,1712.86,1675.663,37.197,24.0,15.0,12,time_exit,-3.68,-4.03,False
non_overlap,2022-11-10 16:00:00,2022-11-10 13:00:00,2022-11-10 17:00:00,2022-11-10 14:00:00,2022-11-11 05:00:00,2022-11-11 02:00:00,london_ny_overlap,1743.85,1743.85,1714.267,29.583,24.0,15.0,12,time_exit,8.21,7.86,False
non_overlap,2022-11-15 09:00:00,2022-11-15 06:00:00,2022-11-15 10:00:00,2022-11-15 07:00:00,2022-11-15 22:00:00,2022-11-15 19:00:00,asia,1782.85,1782.7,1771.286,11.414,24.0,15.0,12,time_exit,-3.74,-4.09,False
non_overlap,2022-11-23 21:00:00,2022-11-23 18:00:00,2022-11-23 22:00:00,2022-11-23 19:00:00,2022-11-24 10:00:00,2022-11-24 07:00:00,new_york,1751.72,1751.69,1741.551,10.139,24.0,15.0,12,time_exit,1.56,1.21,False
non_overlap,2022-11-30 22:00:00,2022-11-30 19:00:00,2022-11-30 23:00:00,2022-11-30 20:00:00,2022-12-01 11:00:00,2022-12-01 08:00:00,new_york,1769.43,1769.68,1758.887,10.793,24.0,15.0,12,time_exit,8.3,7.95,False
non_overlap,2022-12-01 16:00:00,2022-12-01 13:00:00,2022-12-01 17:00:00,2022-12-01 14:00:00,2022-12-02 05:00:00,2022-12-02 02:00:00,london_ny_overlap,1801.48,1801.48,1782.596,18.884,24.0,15.0,12,time_exit,-3.66,-4.01,False
non_overlap,2022-12-05 03:00:00,2022-12-05 00:00:00,2022-12-05 04:00:00,2022-12-05 01:00:00,2022-12-05 15:50:00,2022-12-05 12:50:00,asia,1806.3,1806.27,1795.759,10.511,24.0,15.0,12,stop_loss,-15.0,-15.35,False
non_overlap,2022-12-13 16:00:00,2022-12-13 13:00:00,2022-12-13 17:00:00,2022-12-13 14:00:00,2022-12-13 18:52:00,2022-12-13 15:52:00,london_ny_overlap,1821.84,1821.8,1792.443,29.357,24.0,15.0,12,stop_loss,-15.0,-15.35,False
non_overlap,2022-12-13 18:00:00,2022-12-13 15:00:00,2022-12-13 19:00:00,2022-12-13 16:00:00,2022-12-14 07:00:00,2022-12-14 04:00:00,london_ny_overlap,1808.77,1808.8,1797.226,11.574,24.0,15.0,12,time_exit,-0.17,-0.52,False
non_overlap,2022-12-20 16:00:00,2022-12-20 13:00:00,2022-12-20 17:00:00,2022-12-20 14:00:00,2022-12-21 05:00:00,2022-12-21 02:00:00,london_ny_overlap,1812.23,1812.22,1801.775,10.445,24.0,15.0,12,time_exit,4.43,4.08,False
non_overlap,2022-12-27 17:00:00,2022-12-27 14:00:00,2022-12-27 18:00:00,2022-12-27 15:00:00,2022-12-28 02:25:00,2022-12-27 23:25:00,london_ny_overlap,1824.44,1824.46,1809.24,15.22,24.0,15.0,12,stop_loss,-15.0,-15.35,False
non_overlap,2023-01-03 04:00:00,2023-01-03 01:00:00,2023-01-03 05:00:00,2023-01-03 02:00:00,2023-01-03 17:00:00,2023-01-03 14:00:00,asia,1838.27,1838.26,1825.353,12.907,24.0,15.0,12,time_exit,5.29,4.94,False
non_overlap,2023-01-04 09:00:00,2023-01-04 06:00:00,2023-01-04 10:00:00,2023-01-04 07:00:00,2023-01-04 22:00:00,2023-01-04 19:00:00,asia,1858.02,1858.12,1844.826,13.294,24.0,15.0,12,time_exit,-6.28,-6.63,False
non_overlap,2023-01-06 17:00:00,2023-01-06 14:00:00,2023-01-06 18:00:00,2023-01-06 15:00:00,2023-01-06 22:58:00,2023-01-06 19:58:00,london_ny_overlap,1862.18,1862.14,1841.549,20.591,24.0,15.0,12,time_exit,4.66,4.31,False
non_overlap,2023-01-06 22:00:00,2023-01-06 19:00:00,2023-01-09 01:00:00,2023-01-08 22:00:00,2023-01-09 13:00:00,2023-01-09 10:00:00,new_york,1867.2,1866.84,1855.956,10.884,24.0,15.0,12,time_exit,4.38,4.03,False
non_overlap,2023-01-13 16:00:00,2023-01-13 13:00:00,2023-01-13 17:00:00,2023-01-13 14:00:00,2023-01-13 22:58:00,2023-01-13 19:58:00,london_ny_overlap,1910.98,1911.39,1901.223,10.167,24.0,15.0,12,time_exit,9.77,9.42,False
non_overlap,2023-01-19 21:00:00,2023-01-19 18:00:00,2023-01-19 22:00:00,2023-01-19 19:00:00,2023-01-20 10:00:00,2023-01-20 07:00:00,new_york,1929.49,1929.52,1916.827,12.693,24.0,15.0,12,time_exit,2.21,1.86,False
non_overlap,2023-01-25 21:00:00,2023-01-25 18:00:00,2023-01-25 22:00:00,2023-01-25 19:00:00,2023-01-26 10:00:00,2023-01-26 07:00:00,new_york,1942.19,1942.19,1931.88,10.31,24.0,15.0,12,time_exit,0.0,-0.35,False
